Twitterlist,Verla,Paul,283049.77,2017-05-10,Churn
Skinder,Elvera,Paul,289498.39,2017-04-06,Initial
Rhyloo,Finn,Jason,185590.10,2017-10-02,Pending
Fanoodle,Fletcher,Kelly,270097.72,2017-06-02,Closed
Livetube,Barn,Paul,301371.06,2017-05-16,Closed
Riffpedia,Matilde,Kelly,209321.53,2016-11-20,Closed
Meevee,Henri,Fred,272697.86,2017-10-17,Pending
Devcast,Gaultiero,Fred,113355.53,2017-04-26,Closed
Roomm,Rosabel,Jason,259568.33,2017-02-06,Pending
Oodoo,Rudiger,Paul,380087.23,2017-10-07,Churn
Yakidoo,Rosco,Jason,250188.52,2016-12-19,Completed
Eare,Traci,Lara,85820.36,2017-07-03,Churn
Feedbug,Julietta,Alexander,186052.88,2017-06-17,Closed
Yamia,Lyssa,Kelly,203893.91,2017-01-22,Churn
Realblab,Joellyn,Alexander,242122.27,2017-07-19,Churn
Gigaclub,Elmo,Jason,75066.28,2017-07-01,Initial
Wordify,Simonette,Paul,62792.28,2017-05-04,Churn
Jayo,Luis,Lara,173747.85,2017-01-18,Completed
Demizz,Heddi,Lara,496042.65,2017-02-16,Churn
Kwideo,Alvan,Kelly,420152.93,2017-09-24,Initial
Jetpulse,Clemmy,Lara,179262.57,2016-12-10,Pending
Skipfire,Reggi,Alexander,423740.84,2017-05-05,Closed
Kayveo,Lucien,Fred,417357.40,2017-01-10,Initial
Rhyloo,Lewie,Alexander,236803.08,2016-10-22,Initial
Buzzdog,Andras,Fred,452048.67,2016-11-02,Closed
Camido,Mariette,Lara,399922.00,2017-07-06,Closed
Lajo,Rubetta,Alexander,399307.14,2016-11-23,Churn
Jetwire,Lacee,Kelly,272918.26,2017-01-10,Pending
Browsedrive,Jonathan,Alexander,242492.77,2017-07-22,Closed
Latz,Leena,Paul,99738.26,2017-09-17,Closed
Eadel,Isabella,Lara,310255.26,2016-11-29,Initial
Photobean,Wallis,Alexander,272565.17,2016-10-21,Churn
Wikibox,Bartholomew,Alexander,314469.28,2017-07-15,Completed
Bubblebox,Konstanze,Fred,415669.39,2017-03-17,Churn
Oodoo,Giacobo,Alexander,371012.17,2017-08-03,Completed
Meejo,Neysa,Paul,468616.06,2017-09-28,Pending
Avamm,Adelaida,Alexander,145232.15,2017-05-17,Pending
Brainlounge,Ursa,Lara,11349.77,2016-11-10,Closed
Agivu,Clemmy,Lara,192119.30,2017-10-17,Closed
Dabtype,Adam,Paul,484300.86,2016-12-14,Completed
Minyx,Dillie,Jason,78448.26,2016-12-05,Closed
Cogibox,Karlene,Lara,232773.41,2017-04-06,Pending
Skyvu,Leonora,Alexander,470322.92,2016-11-27,Pending
Photobean,Kimberly,Jason,176915.73,2017-10-03,Churn
Browsetype,Robinia,Fred,233354.59,2017-04-30,Initial
Voonder,Mavra,Lara,395764.64,2017-09-25,Churn
Bluejam,Chandler,Paul,103180.52,2017-01-16,Closed
Skyndu,Rory,Kelly,22403.33,2017-07-27,Closed
Miboo,Aretha,Paul,40822.33,2017-04-01,Initial
Gabtune,Paton,Jason,185905.54,2017-03-28,Pending
Oyonder,Keenan,Fred,456432.42,2017-05-18,Churn
Omba,Wolfie,Jason,395124.38,2016-12-17,Pending
Meemm,Ciel,Paul,169909.26,2017-03-13,Completed
Zoombeat,Orsola,Alexander,201038.91,2017-04-07,Churn
Skinix,Sayer,Kelly,349189.80,2017-02-19,Completed
Skinte,Dorise,Lara,111968.71,2017-01-09,Completed
Livepath,Elwira,Paul,212483.44,2016-12-10,Initial
Babbleblab,Jane,Lara,404991.75,2016-12-25,Pending
Fivespan,Barthel,Kelly,36811.44,2016-12-10,Churn
Blogpad,Devora,Paul,499688.29,2017-05-27,Churn
Feednation,Fonsie,Paul,157229.15,2016-10-29,Initial
Tekfly,Adan,Kelly,33353.23,2017-06-11,Closed
Skippad,Gabbie,Alexander,316443.16,2017-07-23,Pending
Dynabox,Fae,Jason,317536.15,2017-05-17,Pending
Realbuzz,Trueman,Lara,266480.62,2016-11-05,Closed
Gabspot,Elysee,Alexander,259540.35,2017-03-29,Initial
Mydo,Fedora,Jason,81915.43,2016-11-15,Churn
Omba,Agace,Kelly,52607.65,2017-07-09,Initial
Yoveo,Rosella,Alexander,287571.79,2017-04-30,Pending
Skivee,Ezekiel,Kelly,415835.10,2017-09-18,Initial
Rhycero,Prue,Alexander,144119.24,2017-07-22,Initial
Twitterwire,Tristam,Lara,227805.18,2017-02-09,Closed
Chatterbridge,Dinny,Jason,364954.93,2017-05-20,Pending
Yakitri,Consuela,Jason,393046.08,2017-01-01,Closed
Twitternation,Melessa,Jason,196160.70,2017-08-13,Pending
Linktype,Grethel,Lara,124921.41,2017-04-12,Churn
Topicblab,Mara,Jason,316153.28,2017-07-12,Initial
Topicshots,Edna,Lara,186720.37,2017-09-24,Churn
Meevee,Skyler,Fred,304873.88,2017-01-06,Churn
Leexo,Joell,Alexander,373063.87,2016-12-12,Pending
Centimia,Harmon,Paul,145960.48,2017-07-03,Churn
Katz,Noach,Paul,256111.80,2016-12-01,Closed
Thoughtstorm,Cristian,Kelly,19977.73,2017-02-10,Churn
Rhynyx,Joellen,Fred,73510.08,2017-04-29,Closed
Plambee,Charlton,Alexander,11799.30,2017-05-20,Closed
Thoughtbeat,Alane,Lara,233824.64,2017-01-08,Completed
Zooveo,Maurise,Fred,59266.33,2016-12-07,Initial
Browseblab,Rafaellle,Jason,272591.63,2017-09-28,Completed
Leexo,Reta,Jason,208555.21,2017-08-09,Churn
Skipstorm,Nate,Jason,39410.46,2017-08-19,Closed
Mybuzz,Lesli,Alexander,415527.57,2017-08-25,Pending
Skippad,Dena,Paul,273991.46,2017-09-02,Pending
Brainsphere,Lotta,Fred,337728.87,2017-01-19,Churn
Lazzy,Kerrie,Jason,227944.32,2017-02-05,Churn
Centidel,Brandise,Kelly,145512.66,2016-12-21,Pending
Realfire,Christabel,Alexander,97197.27,2016-11-27,Closed
Yakidoo,Almeta,Alexander,232413.17,2017-04-15,Churn
Kayveo,Babette,Jason,492175.20,2017-06-30,Closed
Roombo,Erasmus,Fred,358189.19,2016-11-13,Pending
JumpXS,Omero,Kelly,404097.82,2016-11-15,Initial
Oloo,Sibelle,Alexander,29397.49,2017-04-14,Completed
Pixoboo,Jerrilyn,Alexander,472915.92,2017-03-09,Churn
Wordtune,Lewes,Paul,387310.09,2017-08-11,Churn
Blogspan,Roi,Alexander,487417.62,2017-02-12,Closed
Roodel,Suzanna,Lara,331352.47,2017-02-11,Completed
Voonte,George,Lara,213774.40,2017-04-06,Pending
Kwinu,Dimitry,Jason,359455.53,2017-09-19,Pending
Flashspan,Cornela,Alexander,277207.02,2017-01-07,Pending
Quinu,Kinny,Alexander,271661.37,2017-07-24,Churn
Agimba,Andee,Paul,354598.13,2017-03-17,Completed
Fiveclub,Carolann,Alexander,351917.67,2017-05-19,Initial
Youopia,Maurie,Kelly,150035.89,2017-07-04,Completed
Flashset,Tynan,Jason,459307.71,2017-01-20,Churn
Quatz,Agatha,Fred,285965.17,2017-01-15,Pending
Katz,Bonny,Alexander,318921.09,2017-06-08,Closed
Feednation,Olympie,Lara,332799.63,2016-12-19,Churn
Demimbu,Obie,Lara,39036.11,2017-07-16,Churn
Lazz,Tamarra,Alexander,234791.81,2017-07-03,Churn
Twimbo,Georgeanne,Kelly,212892.59,2017-01-29,Pending
Realbuzz,Kurtis,Jason,282685.60,2017-09-07,Churn
Photobug,Vina,Lara,276796.12,2017-02-15,Closed
Thoughtstorm,Chandler,Paul,192539.91,2017-02-02,Churn
Aibox,Vic,Kelly,396288.97,2017-08-15,Churn
Youtags,Yorgos,Jason,218838.20,2017-06-10,Completed
Gigabox,Brandon,Kelly,392503.16,2017-05-27,Closed
Meetz,Judon,Lara,29091.53,2017-07-17,Closed
Gabtype,Damon,Alexander,4214.57,2017-05-31,Initial
Photobug,Giacinta,Kelly,240450.22,2017-06-16,Closed
Feedfire,Ranice,Kelly,206451.53,2017-08-26,Churn
Wordware,Junina,Lara,399645.52,2017-03-17,Pending
Feedbug,Siouxie,Jason,146585.71,2016-11-29,Initial
Abata,Mayne,Kelly,270847.48,2017-04-01,Completed
Zoomdog,Hilary,Fred,108386.68,2016-11-09,Pending
Flipopia,Allie,Jason,466613.54,2017-05-04,Completed
Thoughtstorm,Rhea,Alexander,143168.77,2016-12-23,Initial
Centizu,Bambi,Kelly,164114.89,2017-09-03,Initial
Kimia,Thor,Lara,413786.63,2017-09-11,Churn
Jetpulse,Elton,Jason,476223.42,2017-07-05,Initial
Linkbridge,Demetre,Lara,493837.24,2017-08-14,Closed
Jabberstorm,Evy,Paul,304930.01,2017-02-26,Closed
Bluezoom,Nickey,Fred,139341.55,2017-08-06,Churn
Viva,Kikelia,Lara,286098.08,2017-08-28,Churn
Thoughtbridge,Tandie,Paul,89706.51,2017-03-30,Completed
Kazio,Priscella,Alexander,431285.79,2017-03-29,Pending
Edgeblab,Vidovic,Kelly,396833.81,2016-12-09,Initial
Dablist,Selia,Alexander,495106.95,2017-08-06,Churn
Twimm,Sharleen,Lara,306043.29,2017-08-20,Completed
Skibox,Law,Fred,12534.27,2017-07-20,Completed
Fanoodle,Clari,Fred,431367.41,2017-02-11,Pending
Twimbo,Sasha,Lara,223062.34,2017-10-05,Churn
Livefish,Seana,Jason,23693.84,2016-12-07,Completed
Browsedrive,Berky,Lara,231609.21,2016-11-10,Pending
Wikivu,Esther,Alexander,211866.60,2016-12-25,Initial
Demimbu,Mollie,Kelly,436904.27,2017-08-27,Completed
Flashpoint,Renie,Lara,59701.81,2016-11-16,Completed
Topdrive,Lorne,Kelly,244681.39,2017-04-14,Initial
LiveZ,Dasha,Alexander,22942.74,2017-02-26,Closed
Viva,Milzie,Lara,389364.32,2016-11-13,Closed
Edgewire,Guenevere,Jason,42120.75,2017-09-08,Completed
Zooxo,Emmanuel,Fred,113606.05,2017-09-07,Pending
Eire,Jessie,Kelly,175291.38,2017-05-13,Completed
Browsetype,Conny,Fred,69235.83,2017-07-09,Pending
Quatz,Goddart,Alexander,10213.68,2017-04-23,Churn
Ntags,Isidor,Jason,136222.18,2017-08-14,Churn
Flashdog,Marjorie,Paul,461383.17,2017-09-06,Pending
Feedfire,Ber,Kelly,81473.44,2017-09-29,Completed
Babbleopia,Earlie,Lara,235310.55,2017-02-20,Closed
Fivespan,Hettie,Paul,4194.49,2017-08-22,Initial
Babbleopia,Jon,Lara,408078.07,2017-02-22,Churn
Thoughtstorm,Kesley,Kelly,175102.02,2017-05-15,Initial
Photobug,Guillema,Kelly,148006.32,2017-10-13,Closed
Skinix,Karen,Fred,327450.02,2016-11-23,Initial
Teklist,Philippine,Kelly,253431.52,2016-12-28,Churn
Eabox,Leonanie,Paul,14384.67,2017-03-19,Pending
Riffpedia,Olivie,Jason,152.09,2017-06-22,Closed
Trilith,Almeda,Lara,107704.55,2017-08-26,Pending
Voonder,Roxy,Paul,478811.55,2017-01-08,Completed
Cogilith,Ilse,Jason,304447.33,2017-02-02,Churn
Teklist,Winne,Paul,308043.66,2017-07-20,Initial
Yambee,Mack,Fred,334156.95,2017-01-10,Completed
Tambee,Baron,Fred,74848.44,2017-02-17,Completed
Aimbu,Ansell,Fred,93187.09,2017-08-31,Completed
Realfire,Laurianne,Fred,450920.74,2017-08-20,Completed
Yacero,Opaline,Paul,124941.88,2017-01-20,Closed
Kwilith,Hobard,Lara,106206.15,2017-03-28,Closed
Tambee,Ives,Lara,5574.98,2017-10-12,Churn
Jetwire,Deedee,Paul,499324.02,2017-08-12,Initial
Youspan,Dulcia,Jason,338160.14,2017-03-23,Closed
Twimbo,Ileane,Kelly,161186.02,2017-01-12,Completed
Centimia,Riordan,Alexander,243636.19,2016-10-25,Churn
Youfeed,Brooke,Jason,339885.06,2016-11-22,Initial
InnoZ,Viviene,Lara,300149.53,2017-08-28,Churn
Voomm,Henriette,Paul,20437.92,2016-11-26,Pending
Janyx,Hebert,Fred,269851.63,2017-08-28,Pending
Jamia,Rosalie,Lara,23653.76,2016-10-22,Pending
Mybuzz,Cointon,Fred,323682.62,2017-05-17,Completed
Vidoo,Evered,Fred,357202.74,2017-09-28,Closed
Ailane,Lou,Alexander,137314.63,2017-09-21,Completed
Dynava,Kirby,Kelly,437673.57,2017-04-20,Churn
Oloo,Mohandas,Jason,49796.67,2017-05-08,Completed
Rooxo,Cary,Alexander,211965.99,2017-02-20,Initial
Eidel,Kimberly,Paul,52134.75,2017-09-15,Churn
Dynabox,Mead,Fred,351121.95,2017-08-31,Pending
Realpoint,Danette,Kelly,223392.80,2017-01-06,Initial
Bubbletube,Jeannette,Kelly,481859.10,2017-03-22,Initial
Quatz,Pooh,Jason,264686.54,2017-05-03,Completed
Trupe,Manny,Fred,162512.38,2016-11-01,Pending
Tagcat,Harri,Alexander,460122.17,2017-10-14,Pending
Centimia,Florina,Kelly,355310.62,2017-03-08,Completed
Photospace,Aleece,Fred,132313.79,2016-11-03,Churn
Flashset,Kenon,Kelly,88012.81,2017-03-03,Pending
Mybuzz,Christoph,Paul,374201.90,2017-05-26,Completed
Avavee,Tarrance,Alexander,110172.13,2016-12-23,Initial
Quinu,Annabela,Paul,65438.64,2017-07-11,Pending
Feedfish,Arleta,Fred,324283.16,2017-05-08,Churn
Buzzshare,Tracie,Alexander,224630.58,2017-03-01,Pending
Kanoodle,Ariana,Jason,417246.32,2017-07-22,Initial
Geba,Hilde,Jason,384689.15,2017-05-27,Closed
Jabberstorm,Ardelis,Kelly,166935.43,2017-07-18,Churn
Roomm,Farley,Lara,103495.82,2016-11-22,Closed
Leexo,Chaim,Lara,374586.77,2016-12-12,Churn
Katz,Garrick,Paul,394291.52,2016-10-31,Initial
Wikizz,Tudor,Fred,497586.51,2017-08-18,Churn
Kwideo,Lin,Paul,65946.33,2017-06-26,Closed
Photofeed,Catharina,Fred,294281.62,2016-11-02,Completed
Quaxo,Hephzibah,Paul,181784.26,2017-09-29,Completed
Meetz,Garrott,Jason,444596.44,2017-09-24,Initial
Skyndu,Zacharias,Fred,334172.38,2017-01-30,Pending
Jaxworks,Simonne,Kelly,9485.53,2016-10-24,Churn
Tagopia,Katheryn,Lara,314620.40,2017-08-15,Pending
DabZ,Eyde,Paul,95303.70,2017-09-12,Initial
Twitterworks,Gayler,Alexander,340739.98,2017-10-09,Pending
Skivee,Gertie,Fred,405333.46,2017-04-01,Closed
Brainverse,Fidelia,Fred,485167.64,2017-01-16,Completed
Tagpad,Elbertine,Alexander,84457.60,2016-10-29,Pending
Meembee,Rem,Jason,42401.20,2017-06-24,Completed
Topicware,Colby,Lara,3179.37,2017-07-05,Pending
Rhycero,Codi,Paul,238856.18,2017-05-01,Pending
Zoonder,Tirrell,Alexander,440351.25,2016-10-30,Completed
Wikizz,Melinda,Lara,178803.91,2017-06-01,Churn
Layo,Shepperd,Jason,325793.24,2017-05-10,Churn
Babblestorm,Christi,Fred,435598.06,2016-11-03,Churn
Voomm,Sonny,Paul,309740.92,2017-04-07,Closed
Twiyo,Nola,Fred,441387.84,2017-02-05,Pending
Demizz,Shandeigh,Lara,88555.66,2017-09-16,Pending
Tambee,Kai,Kelly,48764.66,2016-11-15,Closed
Jabbertype,Nanice,Paul,354315.47,2017-04-22,Pending
Ozu,Raven,Fred,289865.24,2017-09-10,Initial
Brainbox,Elvera,Paul,162839.22,2017-03-28,Completed
Thoughtsphere,Torin,Jason,253818.67,2017-06-30,Pending
Geba,Annadiana,Fred,194699.77,2017-08-06,Completed
Linkbuzz,Janene,Paul,263162.74,2017-06-29,Pending
Twitterlist,Caspar,Fred,344554.69,2017-06-10,Pending
Latz,Herta,Kelly,52966.10,2017-10-10,Churn
Kayveo,Dayna,Lara,20155.42,2016-12-11,Completed
Browsebug,Salmon,Lara,276262.11,2017-04-14,Churn
Blogtag,Layney,Fred,122232.73,2017-06-08,Initial
Midel,Molli,Paul,82375.09,2017-05-11,Completed
Dynabox,Michelle,Paul,311702.27,2017-04-22,Pending
Twitterbeat,Allx,Jason,211981.88,2017-03-30,Pending
Thoughtbeat,Rinaldo,Lara,245498.33,2017-10-14,Completed
Jabbersphere,Hashim,Fred,308580.92,2017-03-25,Closed
Aivee,Fredrick,Jason,96995.42,2017-08-05,Churn
Einti,Jeniece,Paul,407399.40,2016-12-06,Initial
Meedoo,Brantley,Paul,50995.08,2017-05-10,Closed
Mydeo,Rosa,Fred,417055.06,2017-06-12,Initial
Twinder,Dion,Jason,372162.48,2017-10-11,Closed
Dabvine,Kellen,Kelly,56774.32,2017-09-07,Closed
Browsetype,Donovan,Paul,145356.28,2017-05-21,Pending
Voonix,Dur,Jason,322388.34,2016-10-21,Pending
DabZ,Chrotoem,Jason,77365.12,2017-03-13,Pending
Realbuzz,Serena,Paul,2723.90,2017-01-12,Pending
Devshare,Sioux,Fred,255807.53,2016-11-26,Completed
Quire,Goldina,Alexander,24524.66,2017-02-26,Pending
Avamm,Gael,Jason,272741.80,2016-12-06,Churn
Yakitri,Teodorico,Lara,415520.65,2017-05-30,Closed
Photojam,Wernher,Jason,225748.35,2017-03-20,Completed
Avamba,Emlyn,Fred,473513.85,2017-05-03,Churn
Yata,Stevy,Jason,137803.50,2017-01-25,Initial
InnoZ,Dalila,Fred,196800.21,2017-02-06,Pending
Gabvine,Kara,Lara,329669.33,2017-07-05,Completed
BlogXS,Ellette,Lara,389065.68,2017-03-05,Closed
Jayo,Tawnya,Kelly,473820.67,2016-11-27,Pending
Oba,Gisela,Alexander,30187.93,2017-05-19,Churn
Flashspan,Janeva,Jason,282894.16,2017-01-10,Closed
Gigashots,Godfrey,Alexander,487384.14,2017-04-01,Completed
Rhynyx,Dagmar,Paul,213175.27,2017-02-26,Pending
Avaveo,Ranna,Kelly,374058.54,2016-12-15,Pending
Youspan,Goldarina,Jason,229324.58,2017-01-09,Churn
Mynte,Deva,Jason,73951.96,2017-09-23,Completed
Feedspan,Adelind,Jason,220126.58,2016-12-13,Pending
Browsetype,Niles,Paul,360958.20,2016-10-20,Churn
Talane,Shep,Paul,164653.83,2017-05-30,Closed
Trunyx,Rodrick,Lara,147052.99,2017-06-10,Closed
Zoombeat,Giacinta,Alexander,247201.57,2017-10-15,Initial
Gigabox,Tiff,Kelly,372811.61,2017-03-24,Initial
Kazu,Dianne,Lara,162917.75,2017-03-02,Completed
Kwideo,Mason,Fred,189714.91,2017-06-17,Closed
Skilith,Hans,Alexander,275357.82,2017-05-16,Pending
Realmix,Gardiner,Alexander,489579.68,2016-12-19,Closed
Feedbug,Annamarie,Kelly,118160.36,2017-04-14,Initial
Cogilith,Chariot,Paul,435421.22,2017-04-26,Initial
Oyoloo,Ethel,Fred,163566.56,2017-07-17,Churn
Viva,Jammal,Paul,312046.04,2017-07-18,Completed
Skimia,Robinet,Jason,439758.26,2017-10-02,Initial
Layo,Joaquin,Jason,498176.81,2017-06-08,Closed
Topiczoom,Howard,Fred,64569.78,2017-08-02,Closed
Kayveo,Selina,Jason,125008.65,2017-05-05,Pending
Eidel,Tania,Fred,343374.12,2017-06-05,Completed
Edgewire,Yetta,Paul,160840.77,2017-10-10,Churn
Livetube,Colline,Lara,377159.82,2016-12-06,Completed
Voonix,Adolf,Jason,351698.93,2017-02-12,Pending
Twinte,Arv,Fred,212700.46,2017-04-22,Pending
Yozio,Anders,Jason,428254.71,2017-07-09,Completed
Buzzster,Orion,Alexander,447299.30,2017-04-07,Closed
Riffpedia,Hilary,Kelly,123908.31,2017-04-09,Initial
Browsezoom,Johan,Fred,129984.55,2017-01-14,Churn
Rooxo,Read,Fred,332825.63,2016-12-14,Pending
Bubblebox,Daron,Fred,488971.81,2017-09-30,Initial
Realbridge,Davina,Lara,257420.27,2017-03-04,Pending
Tagopia,Sherill,Paul,225206.77,2017-02-23,Initial
Plajo,Amalee,Lara,406928.03,2016-10-22,Initial
Brainsphere,Revkah,Lara,329538.27,2017-09-22,Completed
Voomm,Keefer,Kelly,193124.70,2016-11-02,Closed
Dabjam,Arly,Lara,23326.59,2017-04-27,Closed
Jabbersphere,Delphine,Paul,1308.10,2017-01-06,Initial
Eayo,Cesar,Paul,10966.50,2017-03-07,Pending
Katz,Morty,Kelly,481455.72,2017-05-23,Completed
Eire,Catrina,Kelly,296450.74,2017-09-16,Churn
Devbug,Bertie,Lara,317961.95,2017-04-07,Pending
Voonte,Timmie,Fred,118787.34,2017-08-30,Pending
Brainverse,Saraann,Alexander,308357.35,2017-01-24,Churn
Photobug,Seward,Fred,426586.67,2016-10-30,Pending
Tambee,Sebastian,Paul,67138.50,2017-04-14,Closed
Quaxo,Lauren,Kelly,402613.97,2017-06-29,Closed
Yozio,Adham,Alexander,255034.80,2017-09-07,Closed
Eamia,Rock,Lara,456094.48,2016-11-13,Completed
Mynte,Lynnette,Paul,305154.23,2017-08-08,Initial
Pixoboo,Shirlene,Kelly,279653.83,2017-04-26,Pending
Twimbo,Roy,Fred,496786.65,2017-05-13,Initial
Quimm,Clementina,Paul,124778.26,2016-11-13,Closed
Photolist,Alexei,Fred,439894.78,2017-08-25,Churn
Aibox,Fania,Paul,261382.70,2017-03-17,Initial
Mydo,Maddalena,Paul,65240.86,2017-10-14,Completed
Browsedrive,Nathanial,Alexander,463236.53,2017-07-13,Pending
Devbug,Roger,Jason,134969.49,2017-07-09,Pending
Trilith,Minor,Jason,30418.25,2017-05-27,Closed
Oyondu,Noemi,Alexander,82932.28,2017-05-19,Completed
Dabjam,Berni,Jason,57907.53,2017-09-11,Closed
Yadel,Olag,Lara,437291.00,2016-12-04,Churn
Wordpedia,Cilka,Kelly,69851.95,2017-06-10,Pending
Quatz,Kariotta,Jason,460064.34,2017-03-15,Initial
Jaxworks,Timmi,Fred,117490.05,2017-02-25,Initial
Jetwire,Sheridan,Jason,112518.57,2017-08-01,Churn
Gabvine,Sibelle,Jason,334499.08,2017-01-11,Completed
Trudoo,Jobina,Kelly,466266.38,2017-01-29,Churn
Tekfly,Myrna,Fred,258484.12,2017-04-14,Closed
Zoomlounge,Amalle,Fred,421620.62,2016-12-11,Closed
Riffwire,Ethe,Kelly,271589.23,2016-10-21,Closed
Wikibox,Stevena,Jason,473142.94,2017-02-20,Initial
Wordify,Lindy,Fred,453248.00,2017-10-06,Initial
Roombo,Gale,Lara,114475.04,2017-09-16,Closed
Photolist,Kip,Fred,337066.43,2016-11-12,Completed
Photojam,Gaven,Kelly,495030.26,2016-11-04,Churn
Linklinks,Abel,Paul,343426.61,2017-04-20,Completed
Avamba,Pyotr,Paul,329422.19,2017-08-15,Closed
Kamba,Persis,Paul,311004.71,2017-04-20,Churn
Oyoba,Klement,Paul,196310.69,2017-09-27,Initial
Dynazzy,Matthaeus,Paul,2954.85,2017-07-09,Initial
Ntags,Geri,Kelly,436795.79,2017-07-21,Closed
Izio,Eric,Paul,443686.45,2017-07-14,Pending
Eire,Staford,Alexander,297343.01,2017-07-19,Initial
